index,API name,API method name,utterance,parameters,REQUIRED PARAMETERS,VALUES,FORMAT,ID,TECHNICAL,INTER-DEPENDENCY,SEMANTIC RELEVANT
18,Recipe - Food - Nutrition,Generate Shopping List,Can you create a shopping list for me from May 15th to May 20th?,"{'start-date': '2020-05-15', 'end-date': '2020-05-20', 'username': 'dsky', 'hash': '4b5v4398573406'}",,,,,,,
18,Recipe - Food - Nutrition,Generate Shopping List,I need a shopping list for the week starting July 1st.,"{'start-date': '2020-07-01', 'end-date': '2020-07-07', 'username': 'dsky', 'hash': '4b5v4398573406'}",,,,,,,
18,Recipe - Food - Nutrition,Generate Shopping List,Please generate my shopping list from August 10th to August 16th.,"{'start-date': '2020-08-10', 'end-date': '2020-08-16', 'username': 'dsky', 'hash': '4b5v4398573406'}",,,,,,,
18,Recipe - Food - Nutrition,Generate Shopping List,Create a shopping list for the period from September 5th to September 12th.,"{'start-date': '2020-09-05', 'end-date': '2020-09-12', 'username': 'dsky', 'hash': '4b5v4398573406'}",,,,,,,
18,Recipe - Food - Nutrition,Generate Shopping List,I need a shopping list for my meal plan from October 1st to October 7th.,"{'start-date': '2020-10-01', 'end-date': '2020-10-07', 'username': 'dsky', 'hash': '4b5v4398573406'}",,,,,,,
18,Recipe - Food - Nutrition,Generate Shopping List,Can you prepare a shopping list for me from November 20th to November 27th?,"{'start-date': '2020-11-20', 'end-date': '2020-11-27', 'username': 'dsky', 'hash': '4b5v4398573406'}",,,,,,,
18,Recipe - Food - Nutrition,Generate Shopping List,Generate a shopping list for the first week of December.,"{'start-date': '2020-12-01', 'end-date': '2020-12-07', 'username': 'dsky', 'hash': '4b5v4398573406'}",,,,,,,
18,Recipe - Food - Nutrition,Generate Shopping List,I need a shopping list for the last week of January.,"{'start-date': '2020-01-25', 'end-date': '2020-01-31', 'username': 'dsky', 'hash': '4b5v4398573406'}",,,,,,,
18,Recipe - Food - Nutrition,Generate Shopping List,Please create my shopping list from February 10th to February 17th.,"{'start-date': '2020-02-10', 'end-date': '2020-02-17', 'username': 'dsky', 'hash': '4b5v4398573406'}",,,,,,,
19,Referential,Languages,Can you list all languages in French?,{'lang': 'fr'},,,,,,,
19,Referential,Languages,Show me the languages spoken in Germany.,{'iso_a2': 'DE'},,,,,,,
19,Referential,Languages,What are the languages available in Spanish?,{'lang': 'es'},,,,,,,
19,Referential,Languages,List the languages with their flags.,"{'fields': 'flag,lang'}",,,,,,,
19,Referential,Languages,Provide the languages in Japan with their ISO codes.,"{'iso_a2': 'JP', 'fields': 'iso_a2,lang_3'}",,,,,,,
19,Referential,Languages,Can I get the list of languages in Italian?,{'lang': 'it'},,,,,,,
19,Referential,Languages,Show languages in the United States with their flags.,"{'iso_a2': 'US', 'fields': 'flag,lang'}",,,,,,,
19,Referential,Languages,List all languages in the world in German.,{'lang': 'de'},,,,,,,
19,Referential,Languages,What languages are spoken in Brazil?,{'iso_a2': 'BR'},,,,,,,
19,Referential,Languages,Give me the languages in China with their 3-letter codes.,"{'iso_a2': 'CN', 'fields': 'lang_3'}",,,,,,,
20,Shazam,songs/get-count,How many times has the song with key 40333609 been shazamed?,{'key': '40333609'},,,,,,,
20,Shazam,songs/get-count,Can you tell me the total shazams for the song identified by key 12345678?,{'key': '12345678'},,,,,,,
20,Shazam,songs/get-count,I want to know the shazam count for the track with key 98765432.,{'key': '98765432'},,,,,,,
20,Shazam,songs/get-count,What's the detection count for the song with key 11223344?,{'key': '11223344'},,,,,,,
20,Shazam,songs/get-count,Find out how many times the song with key 55667788 has been identified.,{'key': '55667788'},,,,,,,
20,Shazam,songs/get-count,Get the total number of shazams for the song with key 66778899.,{'key': '66778899'},,,,,,,
20,Shazam,songs/get-count,How often has the song with key 99887766 been detected?,{'key': '99887766'},,,,,,,
20,Shazam,songs/get-count,Check the shazam count for the song with key 33445566.,{'key': '33445566'},,,,,,,
20,Shazam,songs/get-count,What is the total detection count for the song with key 44556677?,{'key': '44556677'},,,,,,,
20,Shazam,songs/get-count,Tell me how many times the song with key 22334455 has been shazamed.,{'key': '22334455'},,,,,,,
21,SolarEnergyPrediction,/v2.0/solar/prediction,What is the solar power forecast for a PV plant located at latitude 40.7128 and longitude -74.0060?,"{'lat': 40.7128, 'lon': -74.006}",,,,,,,
21,SolarEnergyPrediction,/v2.0/solar/prediction,Can you predict the solar energy output for a plant with a maximum inverter capacity of 5000 watts?,{'inverter': 5000},,,,,,,
21,SolarEnergyPrediction,/v2.0/solar/prediction,Give me the solar power prediction for a plant with an azimuth of 90 degrees and a declination of 30 degrees.,"{'az': 90, 'deg': 30}",,,,,,,
21,SolarEnergyPrediction,/v2.0/solar/prediction,I need a solar forecast for a PV system with 7000 installed watt-peak capacity.,{'wp': 7000},,,,,,,
21,SolarEnergyPrediction,/v2.0/solar/prediction,What is the solar power prediction for a plant in Germany with postal code 10115?,{'zip': '10115'},,,,,,,
21,SolarEnergyPrediction,/v2.0/solar/prediction,Provide the solar energy forecast for a plant with a 10% system loss.,{'loss': 10},,,,,,,
21,SolarEnergyPrediction,/v2.0/solar/prediction,Can you give me the solar power forecast using the forecast.solar format?,{'decoration': 'forecast.solar'},,,,,,,
21,SolarEnergyPrediction,/v2.0/solar/prediction,What is the solar power prediction for a plant with the ID 0xAb425D74eA0113d11c3092E47a4C0542C25973db?,{'plant': '0xAb425D74eA0113d11c3092E47a4C0542C25973db'},,,,,,,
21,SolarEnergyPrediction,/v2.0/solar/prediction,Predict the solar energy output for a PV system using monocrystalline technology.,{'tech': 'monocrystalline'},,,,,,,
21,SolarEnergyPrediction,/v2.0/solar/prediction,What is the solar power forecast for a PV plant located at latitude 34.0522 and longitude -118.2437 with a 15% system loss?,"{'lat': 34.0522, 'lon': -118.2437, 'loss': 15}",,,,,,,
22,Spotify,Artist albums,Show me all albums by the artist with ID 2w9zwq3AktTeYYMuhMjju8.,{'id': '2w9zwq3AktTeYYMuhMjju8'},,,,,,,
22,Spotify,Artist albums,List the first 50 albums of the artist with ID 1Xyo4u8uXC1ZmMpatF05PJ.,"{'id': '1Xyo4u8uXC1ZmMpatF05PJ', 'limit': 50}",,,,,,,
22,Spotify,Artist albums,Can you get me the albums of the artist with ID 3TVXtAsR1Inumwj472S9r4 starting from the 10th album?,"{'id': '3TVXtAsR1Inumwj472S9r4', 'offset': 10}",,,,,,,
22,Spotify,Artist albums,"Retrieve the albums for the artist with ID 66CXWjxzNUsdJxJ2JdwvnR, but only show 20 at a time.","{'id': '66CXWjxzNUsdJxJ2JdwvnR', 'limit': 20}",,,,,,,
22,Spotify,Artist albums,"I want to see the albums of the artist with ID 6eUKZXaKkcviH0Ku9w2n3V, starting from the 5th album.","{'id': '6eUKZXaKkcviH0Ku9w2n3V', 'offset': 5}",,,,,,,
22,Spotify,Artist albums,"Fetch the albums of the artist with ID 5K4W6rqBFWDnAN6FQUkS6x, but limit the results to 30.","{'id': '5K4W6rqBFWDnAN6FQUkS6x', 'limit': 30}",,,,,,,
22,Spotify,Artist albums,"Get me the albums of the artist with ID 1uNFoZAHBGtllmzznpCI3s, starting from album number 15.","{'id': '1uNFoZAHBGtllmzznpCI3s', 'offset': 15}",,,,,,,
22,Spotify,Artist albums,"Please provide the albums of the artist with ID 6vWDO969PvNqNYHIOW5v0m, but only show the first 10.","{'id': '6vWDO969PvNqNYHIOW5v0m', 'limit': 10}",,,,,,,
22,Spotify,Artist albums,"I need to see the albums of the artist with ID 3Nrfpe0tUJi4K4DXYWgMUX, starting from the 20th album.","{'id': '3Nrfpe0tUJi4K4DXYWgMUX', 'offset': 20}",,,,,,,
22,Spotify,Artist albums,"Show me the albums of the artist with ID 7dGJo4pcD2V6oG8kP0tJRR, but limit the list to 5 albums.","{'id': '7dGJo4pcD2V6oG8kP0tJRR', 'limit': 5}",,,,,,,
23,Streaming Availability,Search Basic (FREE),Find all the movies available on Netflix and Prime Video in the US.,"{'services': 'netflix,prime', 'country': 'us', 'show_type': 'movie'}",,,,,,,
23,Streaming Availability,Search Basic (FREE),What series can I watch on Hulu with an HBO addon in Canada?,"{'services': 'hulu.addon.hbo', 'country': 'ca', 'show_type': 'series'}",,,,,,,
23,Streaming Availability,Search Basic (FREE),Search for Spanish language shows on Disney+ in Spain.,"{'services': 'disney', 'country': 'es', 'show_original_language': 'es'}",,,,,,,
23,Streaming Availability,Search Basic (FREE),List all horror genre shows available for free on Peacock in the UK.,"{'services': 'peacock.free', 'country': 'gb', 'genre': 'horror'}",,,,,,,
23,Streaming Availability,Search Basic (FREE),Find all the shows with the keyword 'zombie' on Amazon Prime in Germany.,"{'services': 'prime', 'country': 'de', 'keyword': 'zombie'}",,,,,,,
23,Streaming Availability,Search Basic (FREE),What are the top-rated movies on Netflix in France?,"{'services': 'netflix', 'country': 'fr', 'show_type': 'movie'}",,,,,,,
23,Streaming Availability,Search Basic (FREE),Search for all available series on Apple TV in Japan.,"{'services': 'apple', 'country': 'jp', 'show_type': 'series'}",,,,,,,
23,Streaming Availability,Search Basic (FREE),Find all the shows in Italian on HBO Max in Italy.,"{'services': 'hbo', 'country': 'it', 'show_original_language': 'it'}",,,,,,,
23,Streaming Availability,Search Basic (FREE),List all the comedy shows available on Netflix and Hulu in Australia.,"{'services': 'netflix,hulu', 'country': 'au', 'genre': 'comedy'}",,,,,,,
23,Streaming Availability,Search Basic (FREE),What are the available action movies on Prime Video in India?,"{'services': 'prime', 'country': 'in', 'genre': 'action', 'show_type': 'movie'}",,,,,,,
24,SynWave,Upload a new file,Upload this document and set it to expire in 7200 seconds.,"{'file': 'document', 'expiration_seconds': 7200}",,,,,,,
24,SynWave,Upload a new file,Please upload the image with a download limit of 5 times.,"{'file': 'image', 'download_limit': 5}",,,,,,,
24,SynWave,Upload a new file,Upload the video file and protect it with username 'user123' and password 'securepass'.,"{'file': 'video file', 'auth_username': 'user123', 'auth_password': 'securepass'}",,,,,,,
24,SynWave,Upload a new file,Can you upload this audio file and make it available for only 2 hours?,"{'file': 'audio file', 'expiration_seconds': 7200}",,,,,,,
24,SynWave,Upload a new file,Upload the PDF and set a download limit of 10.,"{'file': 'PDF', 'download_limit': 10}",,,,,,,
24,SynWave,Upload a new file,Upload this spreadsheet and protect it with the username 'admin' and password 'adminpass'.,"{'file': 'spreadsheet', 'auth_username': 'admin', 'auth_password': 'adminpass'}",,,,,,,
24,SynWave,Upload a new file,Upload the presentation file and set it to expire after 1 day.,"{'file': 'presentation file', 'expiration_seconds': 86400}",,,,,,,
24,SynWave,Upload a new file,Please upload this archive and limit the downloads to 3.,"{'file': 'archive', 'download_limit': 3}",,,,,,,
24,SynWave,Upload a new file,Upload the text file and make it available for 30 minutes.,"{'file': 'text file', 'expiration_seconds': 1800}",,,,,,,
24,SynWave,Upload a new file,Upload this graphic and protect it with username 'graphicUser' and password 'graphicPass'.,"{'file': 'graphic', 'auth_username': 'graphicUser', 'auth_password': 'graphicPass'}",,,,,,,
25,Tasty,tips/list,Can you show me the tips for the recipe with ID 3562?,{'id': 3562},,,,,,,
25,Tasty,tips/list,I need the first 10 tips for the recipe with ID 1234.,"{'id': 1234, 'size': 10}",,,,,,,
25,Tasty,tips/list,"What are the reviews for the recipe with ID 5678, starting from the 5th tip?","{'id': 5678, 'from': 5}",,,,,,,
25,Tasty,tips/list,Please provide 20 tips for the recipe with ID 91011.,"{'id': 91011, 'size': 20}",,,,,,,
25,Tasty,tips/list,"Get me the tips for the recipe with ID 1415, but skip the first 10.","{'id': 1415, 'from': 10}",,,,,,,
25,Tasty,tips/list,"I want to see 5 tips for the recipe with ID 1617, starting from the 3rd one.","{'id': 1617, 'size': 5, 'from': 3}",,,,,,,
25,Tasty,tips/list,"Show me the tips for the recipe with ID 1819, starting from the 7th tip.","{'id': 1819, 'from': 7}",,,,,,,
25,Tasty,tips/list,Can you list 15 tips for the recipe with ID 2021?,"{'id': 2021, 'size': 15}",,,,,,,
25,Tasty,tips/list,"I need the tips for the recipe with ID 2223, but skip the first 20.","{'id': 2223, 'from': 20}",,,,,,,
25,Tasty,tips/list,Please provide the first 25 tips for the recipe with ID 2425.,"{'id': 2425, 'size': 25}",,,,,,,
26,TrackingPackage,TrackingPackage,Can you track my package with tracking number 1Z999AA10123456784?,"{'Authorization': 'Basic Ym9sZGNoYXQ6TGZYfm0zY2d1QzkuKz9SLw==', 'trackingNumber': '1Z999AA10123456784'}",,,,,,,
26,TrackingPackage,TrackingPackage,I need to find out the status of my shipment with tracking number 9400110200881234567890.,"{'Authorization': 'Basic Ym9sZGNoYXQ6TGZYfm0zY2d1QzkuKz9SLw==', 'trackingNumber': '9400110200881234567890'}",,,,,,,
26,TrackingPackage,TrackingPackage,Please track the package with tracking number 123456789012.,"{'Authorization': 'Basic Ym9sZGNoYXQ6TGZYfm0zY2d1QzkuKz9SLw==', 'trackingNumber': '123456789012'}",,,,,,,
26,TrackingPackage,TrackingPackage,What's the current location of my parcel with tracking number 1Z12345E1512345676?,"{'Authorization': 'Basic Ym9sZGNoYXQ6TGZYfm0zY2d1QzkuKz9SLw==', 'trackingNumber': '1Z12345E1512345676'}",,,,,,,
26,TrackingPackage,TrackingPackage,Can you give me an update on my delivery with tracking number 92748999912345678901234567?,"{'Authorization': 'Basic Ym9sZGNoYXQ6TGZYfm0zY2d1QzkuKz9SLw==', 'trackingNumber': '92748999912345678901234567'}",,,,,,,
26,TrackingPackage,TrackingPackage,Track the package with tracking number 61234567890123456789 for me.,"{'Authorization': 'Basic Ym9sZGNoYXQ6TGZYfm0zY2d1QzkuKz9SLw==', 'trackingNumber': '61234567890123456789'}",,,,,,,
26,TrackingPackage,TrackingPackage,I need the status of my package with tracking number 1Z12345E0205271688.,"{'Authorization': 'Basic Ym9sZGNoYXQ6TGZYfm0zY2d1QzkuKz9SLw==', 'trackingNumber': '1Z12345E0205271688'}",,,,,,,
26,TrackingPackage,TrackingPackage,Could you check where my package is with tracking number 9205591234567890123456?,"{'Authorization': 'Basic Ym9sZGNoYXQ6TGZYfm0zY2d1QzkuKz9SLw==', 'trackingNumber': '9205591234567890123456'}",,,,,,,
26,TrackingPackage,TrackingPackage,Find the delivery status for tracking number 12345678901234567890.,"{'Authorization': 'Basic Ym9sZGNoYXQ6TGZYfm0zY2d1QzkuKz9SLw==', 'trackingNumber': '12345678901234567890'}",,,,,,,
26,TrackingPackage,TrackingPackage,What is the current status of my shipment with tracking number 1Z12345E6605272234?,"{'Authorization': 'Basic Ym9sZGNoYXQ6TGZYfm0zY2d1QzkuKz9SLw==', 'trackingNumber': '1Z12345E6605272234'}",,,,,,,
27,Veriphone,verify,Can you verify the phone number +14155552671?,{'phone': '+14155552671'},,,,,,,
27,Veriphone,verify,Please check if the number +447911123456 is valid.,{'phone': '+447911123456'},,,,,,,
27,Veriphone,verify,Is the phone number +919876543210 a valid one in India?,"{'phone': '+919876543210', 'default_country': 'IN'}",,,,,,,
27,Veriphone,verify,Verify the phone number +61234567890 for Australia.,"{'phone': '+61234567890', 'default_country': 'AU'}",,,,,,,
27,Veriphone,verify,Check the validity of the number +81312345678 in Japan.,"{'phone': '+81312345678', 'default_country': 'JP'}",,,,,,,
27,Veriphone,verify,Is +5511987654321 a valid phone number in Brazil?,"{'phone': '+5511987654321', 'default_country': 'BR'}",,,,,,,
27,Veriphone,verify,Can you confirm if +33123456789 is a valid number in France?,"{'phone': '+33123456789', 'default_country': 'FR'}",,,,,,,
27,Veriphone,verify,Please verify the phone number +8613800138000 for China.,"{'phone': '+8613800138000', 'default_country': 'CN'}",,,,,,,
27,Veriphone,verify,Is the number +4915123456789 valid in Germany?,"{'phone': '+4915123456789', 'default_country': 'DE'}",,,,,,,
27,Veriphone,verify,Check if +390612345678 is a valid Italian phone number.,"{'phone': '+390612345678', 'default_country': 'IT'}",,,,,,,
28,webcams.travel,"/webcams/list/webcam={webcamid}[,{webcamid}[,...]]",Show me the webcam feed for webcam ID 12345.,{'webcamid': '12345'},,,,,,,
28,webcams.travel,"/webcams/list/webcam={webcamid}[,{webcamid}[,...]]",Can I see the timelapse for webcams 67890 and 54321?,"{'webcamid': '67890,54321', 'show': 'timelapse'}",,,,,,,
28,webcams.travel,"/webcams/list/webcam={webcamid}[,{webcamid}[,...]]",Get the webcam details for ID 98765 in Spanish.,"{'webcamid': '98765', 'lang': 'es'}",,,,,,,
28,webcams.travel,"/webcams/list/webcam={webcamid}[,{webcamid}[,...]]",List the categories for webcam 11223.,"{'webcamid': '11223', 'show': 'categories'}",,,,,,,
28,webcams.travel,"/webcams/list/webcam={webcamid}[,{webcamid}[,...]]",I want to see the properties of webcam 33445.,"{'webcamid': '33445', 'show': 'properties'}",,,,,,,
28,webcams.travel,"/webcams/list/webcam={webcamid}[,{webcamid}[,...]]",Provide the webcam feed for IDs 55667 and 77889.,"{'webcamid': '55667,77889'}",,,,,,,
28,webcams.travel,"/webcams/list/webcam={webcamid}[,{webcamid}[,...]]",Can you show me the webcam images for ID 99001?,"{'webcamid': '99001', 'show': 'webcams:image'}",,,,,,,
28,webcams.travel,"/webcams/list/webcam={webcamid}[,{webcamid}[,...]]",Get the location details for webcam 22334.,"{'webcamid': '22334', 'show': 'webcams:location'}",,,,,,,
28,webcams.travel,"/webcams/list/webcam={webcamid}[,{webcamid}[,...]]",Show the webcam feed for ID 44556 in French.,"{'webcamid': '44556', 'lang': 'fr'}",,,,,,,
28,webcams.travel,"/webcams/list/webcam={webcamid}[,{webcamid}[,...]]",List the continents for webcam 66778.,"{'webcamid': '66778', 'show': 'continents'}",,,,,,,
29,Working days,/1.3/list_non_working_days,"Can you list the non-working days in the US from January 1, 2023, to December 31, 2023?","{'start_date': '2023-01-01', 'end_date': '2023-12-31', 'country_code': 'US'}",,,,,,,
29,Working days,/1.3/list_non_working_days,"What are the public holidays and weekends in Canada between March 1, 2023, and March 31, 2023?","{'start_date': '2023-03-01', 'end_date': '2023-03-31', 'country_code': 'CA'}",,,,,,,
29,Working days,/1.3/list_non_working_days,"Show me the non-working days in Germany from June 1, 2023, to June 30, 2023.","{'start_date': '2023-06-01', 'end_date': '2023-06-30', 'country_code': 'DE'}",,,,,,,
29,Working days,/1.3/list_non_working_days,"List all the holidays and weekends in the UK for the period from April 1, 2023, to April 30, 2023.","{'start_date': '2023-04-01', 'end_date': '2023-04-30', 'country_code': 'GB'}",,,,,,,
29,Working days,/1.3/list_non_working_days,"Can you provide the non-working days in Australia from July 1, 2023, to July 31, 2023?","{'start_date': '2023-07-01', 'end_date': '2023-07-31', 'country_code': 'AU'}",,,,,,,
29,Working days,/1.3/list_non_working_days,"What are the non-working days in India between August 1, 2023, and August 31, 2023?","{'start_date': '2023-08-01', 'end_date': '2023-08-31', 'country_code': 'IN'}",,,,,,,
29,Working days,/1.3/list_non_working_days,"Show me the list of non-working days in Japan from September 1, 2023, to September 30, 2023.","{'start_date': '2023-09-01', 'end_date': '2023-09-30', 'country_code': 'JP'}",,,,,,,
29,Working days,/1.3/list_non_working_days,"List the non-working days in France for the period from October 1, 2023, to October 31, 2023.","{'start_date': '2023-10-01', 'end_date': '2023-10-31', 'country_code': 'FR'}",,,,,,,
29,Working days,/1.3/list_non_working_days,"Can you tell me the non-working days in Italy from November 1, 2023, to November 30, 2023?","{'start_date': '2023-11-01', 'end_date': '2023-11-30', 'country_code': 'IT'}",,,,,,,
29,Working days,/1.3/list_non_working_days,"What are the non-working days in Brazil between December 1, 2023, and December 31, 2023?","{'start_date': '2023-12-01', 'end_date': '2023-12-31', 'country_code': 'BR'}",,,,,,,
30,Working days,/1.3/add_working_days,Add 15 working days to the start date of 2023-11-01 in the UK.,"{'country_code': 'UK', 'start_date': '2023-11-01', 'increment': 15}",,,,,,,
30,Working days,/1.3/add_working_days,Calculate the date 5 working days after 2023-12-15 in Canada.,"{'country_code': 'CA', 'start_date': '2023-12-15', 'increment': 5}",,,,,,,
30,Working days,/1.3/add_working_days,What is the date 20 working days before 2024-01-10 in Australia?,"{'country_code': 'AU', 'start_date': '2024-01-10', 'increment': -20}",,,,,,,
30,Working days,/1.3/add_working_days,"Add 30 working days to 2023-10-05 in Germany, excluding the start date.","{'country_code': 'DE', 'start_date': '2023-10-05', 'increment': 30, 'include_start': False}",,,,,,,
30,Working days,/1.3/add_working_days,Find the date 10 working days from 2023-09-20 in Japan.,"{'country_code': 'JP', 'start_date': '2023-09-20', 'increment': 10}",,,,,,,
30,Working days,/1.3/add_working_days,Calculate the date 7 working days after 2023-08-01 in India.,"{'country_code': 'IN', 'start_date': '2023-08-01', 'increment': 7}",,,,,,,
30,Working days,/1.3/add_working_days,What is the date 25 working days before 2023-07-15 in Brazil?,"{'country_code': 'BR', 'start_date': '2023-07-15', 'increment': -25}",,,,,,,
30,Working days,/1.3/add_working_days,"Add 12 working days to 2023-06-10 in France, including the start date.","{'country_code': 'FR', 'start_date': '2023-06-10', 'increment': 12, 'include_start': True}",,,,,,,
30,Working days,/1.3/add_working_days,Find the date 8 working days from 2023-05-25 in Italy.,"{'country_code': 'IT', 'start_date': '2023-05-25', 'increment': 8}",,,,,,,
30,Working days,/1.3/add_working_days,Calculate the date 3 working days after 2023-04-30 in Spain.,"{'country_code': 'ES', 'start_date': '2023-04-30', 'increment': 3}",,,,,,,
