llm_as_judge,api,api_method,utterance,evaluation
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,India Pincode with Latitude and Longitude,NearbyareasByLatLng,Find nearby areas for the pincode located at latitude 17.3850 and longitude 78.4867.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,India Pincode with Latitude and Longitude,NearbyareasByLatLng,Can you provide nearby areas for the pincode at latitude 26.9124 and longitude 75.7873?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,India Pincode with Latitude and Longitude,NearbyareasByLatLng,Get nearby areas for the pincode with latitude 11.0168 and longitude 76.9558.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,India Pincode with Latitude and Longitude,NearbyareasByLatLng,What are the nearby areas for the pincode at latitude 18.5204 and longitude 73.8567?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,India Pincode with Latitude and Longitude,NearbyareasByLatLng,Find nearby areas for the pincode located at latitude 25.5941 and longitude 85.1376.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Amazon Product Price Data,product,What is the price of products with ASINs B005YQZ1KE and B074R8RQQ2 on Amazon US?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Amazon Product Price Data,product,Can you fetch the price details for ASINs B005YQZ1KE and B074R8RQQ2 from Amazon UK?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Amazon Product Price Data,product,Get the latest price information for products B005YQZ1KE and B074R8RQQ2 on Amazon Canada.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Amazon Product Price Data,product,What are the current prices for ASINs B005YQZ1KE and B074R8RQQ2 on Amazon India?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Amazon Product Price Data,product,Retrieve the price data for products B005YQZ1KE and B074R8RQQ2 from Amazon France.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Amazon Product Price Data,product,Check the prices for ASINs B005YQZ1KE and B074R8RQQ2 on Amazon US.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Amazon Product Price Data,product,Provide the price details for products B005YQZ1KE and B074R8RQQ2 on Amazon UK.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Amazon Product Price Data,product,What is the latest price for ASINs B005YQZ1KE and B074R8RQQ2 on Amazon Canada?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Amazon Product Price Data,product,Fetch the price information for products B005YQZ1KE and B074R8RQQ2 from Amazon India.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Amazon Product Price Data,product,Get the current prices for ASINs B005YQZ1KE and B074R8RQQ2 on Amazon France.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Extract News,Article,Extract data from the article at https://www.nytimes.com/2023/10/10/world/middleeast/israel-hamas-war.html.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Extract News,Article,Can you pull structured information from this blog post: https://www.bbc.com/news/world-europe-67097845?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Extract News,Article,Get the normalized data from this article: https://www.theguardian.com/technology/2023/oct/10/apple-iphone-15-pro-max-review.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Extract News,Article,Extract details from this news piece: https://www.cnn.com/2023/10/10/politics/biden-israel-hamas-war/index.html.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Extract News,Article,Pull structured data from this blog: https://www.wired.com/story/ai-chatbots-google-search/.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Extract News,Article,Extract information from this article: https://www.reuters.com/technology/google-antitrust-trial-us-government-lays-out-case-2023-10-10/.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Extract News,Article,Can you extract normalized data from this news article: https://www.bloomberg.com/news/articles/2023-10-10/tesla-slashes-prices-in-germany-amid-electric-car-demand-slump?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Extract News,Article,Get the structured data from this blog post: https://www.techcrunch.com/2023/10/10/ai-startup-funding-slump/.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Extract News,Article,Extract details from this article: https://www.npr.org/2023/10/10/1204871232/israel-hamas-war-gaza-strip.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Extract News,Article,Pull normalized data from this news piece: https://www.aljazeera.com/news/2023/10/10/israel-hamas-war-live-news-latest-updates.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Phone Image ids} by {Custom id},Can you get the image IDs for the phone with custom ID 103693?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Phone Image ids} by {Custom id},I need the image IDs for the mobile phone with custom ID 204567.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Phone Image ids} by {Custom id},Please retrieve the image IDs for the phone with custom ID 305678.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Phone Image ids} by {Custom id},Could you fetch the image IDs for the phone with custom ID 406789?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Phone Image ids} by {Custom id},Get the image IDs for the phone with custom ID 507890.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Phone Image ids} by {Custom id},I want the image IDs for the phone with custom ID 608901.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Phone Image ids} by {Custom id},Retrieve the image IDs for the phone with custom ID 709012.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Phone Image ids} by {Custom id},Can you provide the image IDs for the phone with custom ID 801123?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Phone Image ids} by {Custom id},Fetch the image IDs for the phone with custom ID 902234.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Phone Image ids} by {Custom id},I need the image IDs for the phone with custom ID 1003456.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Specifications} by {Brand Name} and {Model Name},What are the specifications for the Apple iPhone 14 Pro?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Specifications} by {Brand Name} and {Model Name},Can you provide the details for the Samsung Galaxy S23 Ultra?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Specifications} by {Brand Name} and {Model Name},Tell me about the Google Pixel 7 Pro.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Specifications} by {Brand Name} and {Model Name},I need the specs for the OnePlus 11.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Specifications} by {Brand Name} and {Model Name},What are the features of the Xiaomi 13 Pro?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Specifications} by {Brand Name} and {Model Name},Can you show me the specifications for the Sony Xperia 1 IV?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Specifications} by {Brand Name} and {Model Name},What does the Huawei Mate 50 Pro offer?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Specifications} by {Brand Name} and {Model Name},Give me the details of the Oppo Find X5 Pro.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Specifications} by {Brand Name} and {Model Name},What are the specs for the Motorola Edge 30 Ultra?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Specifications} by {Brand Name} and {Model Name},Can you provide information on the Nokia X30 5G?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Image} by {Phone Image id},Can you retrieve the image with the ID 'Z2RjOG80Smk2WVV2R0wwR1F1RjRNZG5TR1ZqUUZuU1JhU1pNT0FjNG94UT0='?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Image} by {Phone Image id},Please fetch the mobile phone image using the ID 'Z2RjOG80Smk2WVV2R0wwR1F1RjRNZG5TR1ZqUUZuU1JhU1pNT0FjNG94UT0='.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Image} by {Phone Image id},I need the image associated with the ID 'Z2RjOG80Smk2WVV2R0wwR1F1RjRNZG5TR1ZqUUZuU1JhU1pNT0FjNG94UT0='.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Image} by {Phone Image id},Could you get me the phone image for the ID 'Z2RjOG80Smk2WVV2R0wwR1F1RjRNZG5TR1ZqUUZuU1JhU1pNT0FjNG94UT0='?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Image} by {Phone Image id},Retrieve the image with the ID 'Z2RjOG80Smk2WVV2R0wwR1F1RjRNZG5TR1ZqUUZuU1JhU1pNT0FjNG94UT0='.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Image} by {Phone Image id},Find the mobile phone image using the ID 'Z2RjOG80Smk2WVV2R0wwR1F1RjRNZG5TR1ZqUUZuU1JhU1pNT0FjNG94UT0='.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Image} by {Phone Image id},Get me the image for the phone with ID 'Z2RjOG80Smk2WVV2R0wwR1F1RjRNZG5TR1ZqUUZuU1JhU1pNT0FjNG94UT0='.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Image} by {Phone Image id},Please provide the image corresponding to the ID 'Z2RjOG80Smk2WVV2R0wwR1F1RjRNZG5TR1ZqUUZuU1JhU1pNT0FjNG94UT0='.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Image} by {Phone Image id},I need to see the image for the phone with ID 'Z2RjOG80Smk2WVV2R0wwR1F1RjRNZG5TR1ZqUUZuU1JhU1pNT0FjNG94UT0='.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Image} by {Phone Image id},Can you fetch the image for the mobile phone with ID 'Z2RjOG80Smk2WVV2R0wwR1F1RjRNZG5TR1ZqUUZuU1JhU1pNT0FjNG94UT0='?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Specifications} by {Custom id},Can you provide the specifications for the mobile phone with custom ID 103693?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Specifications} by {Custom id},What are the features of the phone identified by custom ID 123456?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Specifications} by {Custom id},I need details about the mobile phone with custom ID 789012.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Specifications} by {Custom id},Please fetch the specifications for the phone with custom ID 654321.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Specifications} by {Custom id},Could you retrieve the specs for the mobile phone with custom ID 987654?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Specifications} by {Custom id},What are the technical details of the phone with custom ID 112233?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Specifications} by {Custom id},I'm looking for the specifications of the mobile phone with custom ID 445566.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Specifications} by {Custom id},Can you provide the features of the phone with custom ID 778899?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Specifications} by {Custom id},Please get the specs for the mobile phone with custom ID 990011.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,Get {Specifications} by {Custom id},What are the specifications of the phone with custom ID 223344?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,List  all {Models} by {Phone Brand},Can you list all models by Apple?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,List  all {Models} by {Phone Brand},Show me all mobile phone models from Samsung.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,List  all {Models} by {Phone Brand},What are the available models by Xiaomi?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,List  all {Models} by {Phone Brand},List all phone models produced by Google.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,List  all {Models} by {Phone Brand},Could you provide a list of all OnePlus models?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,List  all {Models} by {Phone Brand},I need to see all models from Huawei.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,List  all {Models} by {Phone Brand},Please list all mobile phone models by Sony.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,List  all {Models} by {Phone Brand},What models are available from LG?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,List  all {Models} by {Phone Brand},Can you show me all models by Motorola?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,List  all {Models} by {Phone Brand},List all phone models from Nokia.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,List all {Phone Brands},Can you list all the phone brands available in the database?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,List all {Phone Brands},What are the different mobile phone brands in your database?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,List all {Phone Brands},Show me all the brands of mobile phones you have information on.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,List all {Phone Brands},Could you provide a list of all the phone manufacturers in your database?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,List all {Phone Brands},I need to see all the mobile phone brands listed in your database.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,List all {Phone Brands},Please list all the brands of cell phones you have specs for.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,List all {Phone Brands},What brands of mobile phones are included in your database?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,List all {Phone Brands},Can you give me a list of all the phone brands in your database?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,List all {Phone Brands},Show me all the brands of phones you have in your database.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Mobile Phone Specs Database,List all {Phone Brands},List all the mobile phone brands available in your database.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,Latest In chosen currency,What are the latest prices for gold and silver in USD?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,Latest In chosen currency,Can you provide the current rates for palladium and platinum in GBP?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,Latest In chosen currency,"Show me the live prices for gold, silver, and platinum in EUR.",natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,Latest In chosen currency,"What are the latest metal prices for gold, silver, palladium, and platinum in USD?",natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,Latest In chosen currency,Get me the current rates for gold and silver in GBP.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,Latest In chosen currency,What are the live prices for palladium and platinum in EUR?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,Latest In chosen currency,"Show the latest prices for gold, silver, palladium, and platinum in USD.",natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,Latest In chosen currency,Can you provide the current rates for gold and platinum in GBP?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,Latest In chosen currency,What are the latest prices for silver and palladium in EUR?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,Latest In chosen currency,"Get me the live prices for gold, silver, palladium, and platinum in USD.",natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,Latest Selected Metals in Selected Currency In Grams,What are the latest prices for Gold and Silver in grams using USD?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,Latest Selected Metals in Selected Currency In Grams,Can you provide the current rates for Palladium and Platinum in grams with GBP?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,Latest Selected Metals in Selected Currency In Grams,"Show me the live prices for Gold, Silver, and Platinum in grams using EUR.",unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,Latest Selected Metals in Selected Currency In Grams,What are the current rates for Gold and Palladium in grams with USD?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,Latest Selected Metals in Selected Currency In Grams,Provide the latest prices for Silver and Platinum in grams using GBP.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,Latest Selected Metals in Selected Currency In Grams,"Can you show me the live prices for Gold, Silver, Palladium, and Platinum in grams with EUR?",natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,Latest Selected Metals in Selected Currency In Grams,What are the latest rates for Gold and Platinum in grams using USD?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,Latest Selected Metals in Selected Currency In Grams,Show me the current prices for Silver and Palladium in grams with GBP.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,Latest Selected Metals in Selected Currency In Grams,"What are the live prices for Gold, Silver, and Palladium in grams using EUR?",unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,Latest Selected Metals in Selected Currency In Grams,Can you provide the latest rates for Platinum in grams with USD?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,"Latest (retrieve XAU, XAG, PA, PL, EUR, GBP, USD)",What is the current price of gold in USD?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,"Latest (retrieve XAU, XAG, PA, PL, EUR, GBP, USD)",Can you tell me the latest silver price in GBP?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,"Latest (retrieve XAU, XAG, PA, PL, EUR, GBP, USD)",What is the real-time palladium price in EUR?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,"Latest (retrieve XAU, XAG, PA, PL, EUR, GBP, USD)",Get me the current platinum price in USD.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,"Latest (retrieve XAU, XAG, PA, PL, EUR, GBP, USD)",What is the live gold price in GBP?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,"Latest (retrieve XAU, XAG, PA, PL, EUR, GBP, USD)",Can you fetch the latest silver price in EUR?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,"Latest (retrieve XAU, XAG, PA, PL, EUR, GBP, USD)",What is the current palladium price in USD?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,"Latest (retrieve XAU, XAG, PA, PL, EUR, GBP, USD)",Get the real-time platinum price in GBP.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,"Latest (retrieve XAU, XAG, PA, PL, EUR, GBP, USD)",What is the live gold price in EUR?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,"Latest (retrieve XAU, XAG, PA, PL, EUR, GBP, USD)",Can you retrieve the latest silver price in USD?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,Latest (retrieve selected 160+ Symbols),What are the latest prices for Gold and Silver in USD?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,Latest (retrieve selected 160+ Symbols),Can you provide the current prices for Palladium and Platinum in GBP?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,Latest (retrieve selected 160+ Symbols),"I need the latest prices for Gold, Silver, and Palladium in EUR.",natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,Latest (retrieve selected 160+ Symbols),What are the current prices for Platinum and Gold in USD and GBP?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,Latest (retrieve selected 160+ Symbols),Can you fetch the latest prices for Silver and Palladium in EUR and USD?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,Latest (retrieve selected 160+ Symbols),"I want to know the current prices for Gold, Silver, Palladium, and Platinum in GBP.",natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,Latest (retrieve selected 160+ Symbols),What are the latest prices for Gold and Platinum in EUR and USD?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,Latest (retrieve selected 160+ Symbols),Can you provide the current prices for Silver and Palladium in GBP and EUR?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,Latest (retrieve selected 160+ Symbols),"I need the latest prices for Gold, Silver, Palladium, and Platinum in USD.",natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Live Metal Prices,Latest (retrieve selected 160+ Symbols),What are the current prices for Platinum and Palladium in GBP and EUR?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,inboxes.com,ActivateInbox,Activate the inbox with ID 'test@getnada.com' and wait for messages.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,inboxes.com,ActivateInbox,Please activate the inbox 'user123@getnada.com' and monitor for incoming emails.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,inboxes.com,ActivateInbox,Activate the inbox 'example@getnada.com' and start waiting for messages.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,inboxes.com,ActivateInbox,Can you activate the inbox 'temp@getnada.com' and wait for emails?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,inboxes.com,ActivateInbox,Activate the inbox 'demo@getnada.com' and begin monitoring for messages.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,inboxes.com,ActivateInbox,Please activate the inbox 'sample@getnada.com' and wait for incoming emails.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,inboxes.com,ActivateInbox,Activate the inbox 'check@getnada.com' and start waiting for messages.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,inboxes.com,ActivateInbox,Can you activate the inbox 'verify@getnada.com' and monitor for emails?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,inboxes.com,ActivateInbox,Activate the inbox 'trial@getnada.com' and begin waiting for messages.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,inboxes.com,ActivateInbox,Please activate the inbox 'test123@getnada.com' and start monitoring for incoming emails.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TikTok Downloader - Download TikTok Videos without watermark,"video without watermark [mp4,mp3,cover,desc,region,wt]",Download the TikTok video from this link: https://vm.tiktok.com/ZMFnohMVX/,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TikTok Downloader - Download TikTok Videos without watermark,"video without watermark [mp4,mp3,cover,desc,region,wt]",Can you get the TikTok video without watermark from this URL: https://vm.tiktok.com/ZMFnohMVX/?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TikTok Downloader - Download TikTok Videos without watermark,"video without watermark [mp4,mp3,cover,desc,region,wt]",I want to download the TikTok video from this link: https://vm.tiktok.com/ZMFnohMVX/,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TikTok Downloader - Download TikTok Videos without watermark,"video without watermark [mp4,mp3,cover,desc,region,wt]",Please download the TikTok video from this URL: https://vm.tiktok.com/ZMFnohMVX/,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TikTok Downloader - Download TikTok Videos without watermark,"video without watermark [mp4,mp3,cover,desc,region,wt]",Fetch the TikTok video without watermark from this link: https://vm.tiktok.com/ZMFnohMVX/,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TikTok Downloader - Download TikTok Videos without watermark,"video without watermark [mp4,mp3,cover,desc,region,wt]",Download the TikTok video from this URL: https://vm.tiktok.com/ZMFnohMVX/,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TikTok Downloader - Download TikTok Videos without watermark,"video without watermark [mp4,mp3,cover,desc,region,wt]",Can you download the TikTok video from this link: https://vm.tiktok.com/ZMFnohMVX/?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TikTok Downloader - Download TikTok Videos without watermark,"video without watermark [mp4,mp3,cover,desc,region,wt]",I need the TikTok video from this URL: https://vm.tiktok.com/ZMFnohMVX/,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TikTok Downloader - Download TikTok Videos without watermark,"video without watermark [mp4,mp3,cover,desc,region,wt]",Please fetch the TikTok video without watermark from this link: https://vm.tiktok.com/ZMFnohMVX/,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TikTok Downloader - Download TikTok Videos without watermark,"video without watermark [mp4,mp3,cover,desc,region,wt]",Download the TikTok video from this URL: https://vm.tiktok.com/ZMFnohMVX/,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TikTok Downloader - Download TikTok Videos without watermark,Video full info by URL,Can you download the TikTok video from this URL: https://www.tiktok.com/@user123/video/123456789?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TikTok Downloader - Download TikTok Videos without watermark,Video full info by URL,I want to download the TikTok video at https://www.tiktok.com/@exampleuser/video/987654321.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TikTok Downloader - Download TikTok Videos without watermark,Video full info by URL,Please download the TikTok video from this link: https://www.tiktok.com/@testuser/video/1122334455.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TikTok Downloader - Download TikTok Videos without watermark,Video full info by URL,Download the TikTok video from https://www.tiktok.com/@randomuser/video/5566778899.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,TikTok Downloader - Download TikTok Videos without watermark,Video full info by URL,Can you get the TikTok video from this URL: https://www.tiktok.com/@anotheruser/video/9988776655?,natural
