llm_as_judge,api,api_method,utterance,evaluation
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Head To Head,Could you provide the historical stats for match 81930?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Head To Head,Show me the head-to-head record for the teams in match 81930.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Head To Head,What’s the history between the teams in game 81930?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Head To Head,Give me the head-to-head data for match 81930.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Head To Head,Can you display the previous encounters for the teams in match 81930?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Head To Head,I’d like to see the head-to-head stats for match 81930.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Head To Head,What’s the head-to-head performance for the teams in game 81930?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Home Team League Stats,Can you show me the league table and stats for the home team of the match with ID 81930?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Home Team League Stats,What are the league stats for the home team in the match identified by 81930?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Home Team League Stats,I need the league table details for the home team of match ID 81930.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Home Team League Stats,Could you provide the league statistics for the home team in the match with ID 81930?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Home Team League Stats,Show me the league standings and stats for the home team of match 81930.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Home Team League Stats,What’s the league performance of the home team in the match identified by 81930?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Home Team League Stats,Can you fetch the league table and stats for the home team of match ID 81930?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Home Team League Stats,I’d like to see the league stats for the home team in the match with ID 81930.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Home Team League Stats,Provide the league table and statistics for the home team of match 81930.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Home Team League Stats,What does the league table look like for the home team in match ID 81930?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Home Team Last 10 Matches,Can you show me the last 10 matches played by Manchester United?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Home Team Last 10 Matches,What were the results of the last 10 games for Liverpool?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Home Team Last 10 Matches,I need the statistics for the last 10 matches of Chelsea.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Home Team Last 10 Matches,Could you provide the last 10 match details for Arsenal?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Home Team Last 10 Matches,Show me the last 10 games played by Tottenham Hotspur.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Home Team Last 10 Matches,What are the last 10 match results for Manchester City?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Home Team Last 10 Matches,Can you fetch the last 10 matches for Leicester City?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Home Team Last 10 Matches,I'd like to see the last 10 games for Everton.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Home Team Last 10 Matches,Provide the last 10 match statistics for Aston Villa.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Home Team Last 10 Matches,What were the last 10 matches played by West Ham United?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Away Team Last 10 Matches,Can you show me the last 10 matches played by Manchester United?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Away Team Last 10 Matches,What were the results of the last 10 games for Liverpool?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Away Team Last 10 Matches,I need the statistics for the last 10 matches of Chelsea.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Away Team Last 10 Matches,Could you provide the details of the last 10 matches played by Arsenal?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Away Team Last 10 Matches,Show me the last 10 matches for Tottenham Hotspur.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Away Team Last 10 Matches,What’s the performance of Manchester City in their last 10 games?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Away Team Last 10 Matches,Can you list the last 10 matches played by Leicester City?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Away Team Last 10 Matches,I’d like to see the last 10 match results for Everton.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Away Team Last 10 Matches,What are the stats for the last 10 matches of West Ham United?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Away Team Last 10 Matches,Could you give me the last 10 match details for Aston Villa?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Away Team League Stats,Can you show me the league table and stats for the away team in the match with ID 86397?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Away Team League Stats,What are the league stats for the away team in the upcoming match identified by 86397?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Away Team League Stats,I need the league table details for the away team in match 86397.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Away Team League Stats,Could you provide the league stats for the away team in the match with ID 86397?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Away Team League Stats,Show me the league table for the away team in the match identified by 86397.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Away Team League Stats,What’s the league performance of the away team in match 86397?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Away Team League Stats,Can you fetch the league stats for the away team in the upcoming match with ID 86397?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Away Team League Stats,Give me the league table and stats for the away team in match 86397.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Away Team League Stats,What’s the league standing of the away team in the match with ID 86397?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Away Team League Stats,Provide the league stats for the away team in the upcoming match identified by 86397.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Prediction Details,What are the predictions for the match between Manchester United and Liverpool?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Prediction Details,Can you show me the predictions for the upcoming Chelsea vs Arsenal game?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Prediction Details,I need the prediction details for the Barcelona vs Real Madrid match.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Prediction Details,What does the prediction say for the Tottenham vs Manchester City game?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Prediction Details,Show me the predictions for the Bayern Munich vs Borussia Dortmund match.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Prediction Details,Can you get the prediction details for the PSG vs Marseille game?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Prediction Details,What are the predictions for the Juventus vs AC Milan match?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Prediction Details,I want to see the predictions for the Atletico Madrid vs Sevilla game.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Prediction Details,What does the prediction say for the Inter Milan vs Napoli match?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Prediction Details,Can you show me the predictions for the Liverpool vs Everton game?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,List available federations,What are all the federations available for football predictions?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,List available federations,Can you show me the list of federations supported by the prediction service?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,List available federations,Which football federations can I get predictions for?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,List available federations,Give me the names of all the federations included in the football prediction system.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,List available federations,What federations are covered by the football prediction API?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,List available federations,List all the football federations that have prediction data available.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,List available federations,Could you provide a list of federations that the football prediction service supports?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,List available federations,Which federations are included in the football prediction database?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,List available federations,Show me all the federations that are part of the football prediction platform.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,List available federations,What are the federations that I can access predictions for?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Performance stats for past predictions,How accurate were the football predictions in the last 7 days?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Performance stats for past predictions,Can you show me the performance stats for past predictions in the UEFA federation?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Performance stats for past predictions,What’s the accuracy of football predictions in the last 30 days for the CONMEBOL federation?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Performance stats for past predictions,Show me the prediction performance stats for the Asian Football Confederation in the last 14 days.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Performance stats for past predictions,How did the predictions perform in the last day for the classic market?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Performance stats for past predictions,What’s the accuracy of predictions in the last 7 days for the African football federation?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Performance stats for past predictions,Can you provide the performance stats for past predictions in the last 30 days for the alternative market?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Performance stats for past predictions,How accurate were the predictions for the CONCACAF federation in the last 14 days?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Performance stats for past predictions,Show me the prediction performance stats for the last day in the premium market.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Performance stats for past predictions,What’s the accuracy of football predictions in the last 7 days for the UEFA federation in the classic market?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Get list of fixture IDs,Can you show me the fixture IDs for today's matches?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Get list of fixture IDs,What are the fixture IDs for the upcoming games in the Premier League?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Get list of fixture IDs,Give me the fixture IDs for matches happening on October 15th.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Get list of fixture IDs,List the fixture IDs for all matches in the UEFA federation.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Get list of fixture IDs,Can you provide the fixture IDs for tomorrow's matches in the Bundesliga?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Get list of fixture IDs,What are the fixture IDs for the games scheduled for this weekend?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Get list of fixture IDs,Show me the fixture IDs for matches in the CONMEBOL federation.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Get list of fixture IDs,Give me the fixture IDs for all matches on November 1st.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Get list of fixture IDs,Can you list the fixture IDs for the next round of matches in La Liga?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Football Prediction,Get list of fixture IDs,What are the fixture IDs for the upcoming matches in the AFC federation?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Lingua Robot,Entry,What does the word 'serendipity' mean?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Lingua Robot,Entry,Can you give me the pronunciation of 'quintessential'?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Lingua Robot,Entry,Tell me the synonyms for 'benevolent'.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Lingua Robot,Entry,What are the antonyms of 'ephemeral'?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Lingua Robot,Entry,Provide examples of how to use 'ambivalent' in a sentence.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Lingua Robot,Entry,What is the definition of 'cogent'?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Lingua Robot,Entry,Can you lemmatize the word 'running'?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Lingua Robot,Entry,What is the root word of 'unbelievable'?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Lingua Robot,Entry,Give me the meanings of the phrasal verb 'look up'.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Lingua Robot,Entry,What are the inflections of the word 'go'?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Google Web Search,Search,Find information about the latest Mars rover mission.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Google Web Search,Search,Search for vegan recipes using quinoa.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Google Web Search,Search,Look up the history of the Eiffel Tower.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Google Web Search,Search,Can you find PDFs about machine learning?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Google Web Search,Search,Search for YouTube videos about Python programming.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Google Web Search,Search,Find articles related to climate change and show related keywords.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Google Web Search,Search,Search for news about the latest iPhone release.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Google Web Search,Search,Find information about the benefits of meditation.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Google Web Search,Search,Can you search for pages with 'store' in the URL?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Google Web Search,Search,Find information about the Renaissance period and include related keywords.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Text to Image,Generate an image of a serene mountain landscape.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Text to Image,Create a fantasy scene with dragons and castles.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Text to Image,Produce a realistic portrait of a woman in a garden.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Text to Image,Make an anime-style image of a futuristic city.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Text to Image,Design a comic-style superhero flying over a metropolis.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Text to Image,Generate a 3D render of a spaceship exploring a new planet.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Text to Image,Create a dreamlike image of a forest with glowing trees.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Text to Image,Produce an art piece depicting a surreal underwater world.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Text to Image,Make a high-quality image of a knight battling a dragon.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Text to Image,Generate a realistic image of a bustling marketplace in a medieval town.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Progress,Can you check the progress of my image generation task with ID 12345?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Progress,What's the status of the task with ID abcde?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Progress,Is my image generation task with ID 67890 completed yet?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Progress,Could you tell me the progress of task ID xyz123?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Progress,Has the task with ID 98765 finished generating the image?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Progress,What is the current status of task ID qwerty?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Progress,Can you update me on the progress of task ID asdfgh?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Progress,Is there any progress on the task with ID zxcvbn?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Progress,How far along is the image generation task with ID 112233?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Progress,Could you check if task ID 445566 is done?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Image to  Image,Can you generate an image based on this photo?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Image to  Image,I need an image created from this picture.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Image to  Image,Transform this image into a new one.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Image to  Image,Generate a new image using this photo as a reference.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Image to  Image,Can you create an image from this reference photo?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Image to  Image,I want to turn this picture into a new image.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Image to  Image,Use this image to generate a new one.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Image to  Image,Can you make an image based on this reference?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Image to  Image,Create a new image from this photo.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Image to  Image,Generate an image using this picture as a base.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Get Models,What models are available for text-to-image generation?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Get Models,Can you show me the models suitable for anime style?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Get Models,I need models for realistic image generation.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Get Models,What options do I have for fantasy art models?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Get Models,Show me the models that support ControlNet.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Get Models,Are there any models specifically for 3D art?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Get Models,What models are available for comic style illustrations?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Get Models,Can you list the models that are suitable for dreamlike art?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Get Models,I’m looking for models that can generate quality porn art.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Get Models,What models are available for hentai style?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Text to Image,Generate an image from the text 'a serene landscape with mountains and a lake'.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Text to Image,Create an image based on the description 'a futuristic cityscape at night'.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Text to Image,Can you make an image from the text 'a cute puppy playing in the park'?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Text to Image,I need an image generated from the text 'a medieval castle surrounded by a forest'.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Text to Image,Please generate an image for the text 'a vibrant underwater scene with colorful fish'.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Text to Image,Create an image from the description 'a cozy cabin in the woods during winter'.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Text to Image,Generate an image based on the text 'a bustling marketplace in an ancient town'.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Text to Image,Can you create an image from the text 'a magical forest with glowing trees'?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Text to Image,I want an image generated from the text 'a peaceful beach at sunset'.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Text to Image,Please make an image from the description 'a modern office space with large windows'.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Image to  Image,Can you generate an image based on this photo?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Image to  Image,I need an image created from this picture.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Image to  Image,Transform this image into a new one.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Image to  Image,Generate a new image using this photo as a reference.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Image to  Image,Can you create an image from this reference photo?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Image to  Image,I want to turn this picture into a new image.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Image to  Image,Produce an image based on this reference.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Image to  Image,Make a new image from this photo.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Image to  Image,Can you generate an image using this picture?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Omniinfer,Image to  Image,Create an image from this reference photo.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Ebay Search Result,Search on ebay,Find the latest iPhone models on Ebay.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Ebay Search Result,Search on ebay,Can you search for vintage watches on Ebay?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Ebay Search Result,Search on ebay,Look up gaming laptops on Ebay for me.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Ebay Search Result,Search on ebay,Show me the best deals on Ebay for smart home devices.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Ebay Search Result,Search on ebay,Search Ebay for collectible coins.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Ebay Search Result,Search on ebay,I need to find affordable furniture on Ebay.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Ebay Search Result,Search on ebay,Can you find organic skincare products on Ebay?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Ebay Search Result,Search on ebay,Search for rare books on Ebay.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Ebay Search Result,Search on ebay,Find me some high-quality headphones on Ebay.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Ebay Search Result,Search on ebay,Look for outdoor camping gear on Ebay.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Microsoft Authenticator,enroll,Can you generate a QR code for setting up two-factor authentication?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Microsoft Authenticator,enroll,I need to enroll my device for 2FA using Microsoft Authenticator.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Microsoft Authenticator,enroll,How do I get a QR code for Microsoft Authenticator?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Microsoft Authenticator,enroll,Please create a QR code for enrolling in two-factor authentication.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Microsoft Authenticator,enroll,Set up Microsoft Authenticator for my account.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Microsoft Authenticator,enroll,Generate a QR code so I can enroll in 2FA.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Microsoft Authenticator,enroll,I want to use Microsoft Authenticator for two-factor authentication.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Microsoft Authenticator,enroll,Can you help me enroll in 2FA with Microsoft Authenticator?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Microsoft Authenticator,enroll,Provide a QR code for Microsoft Authenticator setup.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Microsoft Authenticator,enroll,Enroll my device in two-factor authentication using Microsoft Authenticator.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Microsoft Authenticator,new_v2,Generate a new secret for my Microsoft Authenticator app.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Microsoft Authenticator,new_v2,Can you create a new secret for my 2FA setup?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Microsoft Authenticator,new_v2,I need a fresh secret for my Microsoft Authenticator.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Microsoft Authenticator,new_v2,Please generate a new TOTP secret for my second factor authentication.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Microsoft Authenticator,new_v2,Set up a new secret for my Microsoft Authenticator.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Microsoft Authenticator,new_v2,Create a new secret for my 2FA with Microsoft Authenticator.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Microsoft Authenticator,new_v2,I want to generate a new secret for my Microsoft Authenticator app.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Microsoft Authenticator,new_v2,Can you help me generate a new secret for my Microsoft Authenticator?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Microsoft Authenticator,new_v2,Generate a new TOTP secret for my Microsoft Authenticator.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Microsoft Authenticator,new_v2,I need to generate a new secret for my Microsoft Authenticator app.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Microsoft Authenticator,new,Can you generate a new secret for my Microsoft Authenticator?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Microsoft Authenticator,new,I need a new secret key for my 2FA setup.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Microsoft Authenticator,new,Please create a new TOTP secret for my Microsoft Authenticator app.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Microsoft Authenticator,new,Generate a fresh secret for my second factor authentication.,unnatural
