llm_as_judge,api,api_method,utterance,evaluation
gpt-4.1,Live Metal Prices,Latest (retrieve selected 160+ Symbols),Can you give me the current prices for Gold and Silver in USD?,natural
gpt-4.1,Live Metal Prices,Latest (retrieve selected 160+ Symbols),What's the latest price of Palladium in Euros?,natural
gpt-4.1,Live Metal Prices,Latest (retrieve selected 160+ Symbols),I need the real-time rates for Platinum and Gold in British Pounds.,natural
gpt-4.1,Live Metal Prices,Latest (retrieve selected 160+ Symbols),Could you provide the current value of Silver in USD and GBP?,natural
gpt-4.1,Live Metal Prices,Latest (retrieve selected 160+ Symbols),"Show me the latest prices for Gold, Silver, and Palladium in Euros.",natural
gpt-4.1,Live Metal Prices,Latest (retrieve selected 160+ Symbols),What's the current rate for Platinum in USD and EUR?,natural
gpt-4.1,Live Metal Prices,Latest (retrieve selected 160+ Symbols),I want to know the live prices for Gold and Palladium in GBP.,natural
gpt-4.1,Live Metal Prices,Latest (retrieve selected 160+ Symbols),Can you tell me the latest rates for Silver and Platinum in USD?,natural
gpt-4.1,Live Metal Prices,Latest (retrieve selected 160+ Symbols),"Give me the current prices for Gold, Silver, and Platinum in British Pounds.",natural
gpt-4.1,Live Metal Prices,Latest (retrieve selected 160+ Symbols),What's the real-time price of Palladium in both USD and EUR?,natural
gpt-4.1,inboxes.com,ActivateInbox,Activate my test email inbox at me@getnada.com.,unnatural
gpt-4.1,inboxes.com,ActivateInbox,Can you activate the inbox with the address testuser@inboxes.com?,unnatural
gpt-4.1,inboxes.com,ActivateInbox,I need to activate the email inbox for automation@testmail.com.,natural
gpt-4.1,inboxes.com,ActivateInbox,Please activate the inbox associated with devteam@tempmail.com.,unnatural
gpt-4.1,inboxes.com,ActivateInbox,Activate the temporary email inbox at qa@fakemail.com.,unnatural
gpt-4.1,inboxes.com,ActivateInbox,Could you activate the inbox for the address noreply@disposable.com?,natural
gpt-4.1,inboxes.com,ActivateInbox,I want to activate the email inbox linked to support@tempmail.org.,natural
gpt-4.1,inboxes.com,ActivateInbox,Activate the inbox with the email address feedback@inboxservice.com.,unnatural
gpt-4.1,inboxes.com,ActivateInbox,Please activate my temporary inbox at contact@temporarymail.com.,natural
gpt-4.1,inboxes.com,ActivateInbox,Can you activate the email inbox for the address info@tempmailbox.com?,natural
gpt-4.1,TikTok Downloader - Download TikTok Videos without watermark,"video without watermark [mp4,mp3,cover,desc,region,wt]",Can you download the TikTok video from this link: https://vm.tiktok.com/ZMFnohMVX/ without the watermark?,natural
gpt-4.1,TikTok Downloader - Download TikTok Videos without watermark,"video without watermark [mp4,mp3,cover,desc,region,wt]",I need the TikTok video from https://vm.tiktok.com/ZMFnoe3kL/ without any watermark. Can you help?,natural
gpt-4.1,TikTok Downloader - Download TikTok Videos without watermark,"video without watermark [mp4,mp3,cover,desc,region,wt]",Please download the video from this TikTok URL: https://vm.tiktok.com/ZMFnoa7jQ/ without the watermark.,natural
gpt-4.1,TikTok Downloader - Download TikTok Videos without watermark,"video without watermark [mp4,mp3,cover,desc,region,wt]",Get me the TikTok video from https://vm.tiktok.com/ZMFno9k2R/ without the watermark.,natural
gpt-4.1,TikTok Downloader - Download TikTok Videos without watermark,"video without watermark [mp4,mp3,cover,desc,region,wt]",I want to download the TikTok video at https://vm.tiktok.com/ZMFno8j5T/ without a watermark.,natural
gpt-4.1,TikTok Downloader - Download TikTok Videos without watermark,"video without watermark [mp4,mp3,cover,desc,region,wt]",Can you fetch the TikTok video from https://vm.tiktok.com/ZMFno7k6U/ and remove the watermark?,natural
gpt-4.1,TikTok Downloader - Download TikTok Videos without watermark,"video without watermark [mp4,mp3,cover,desc,region,wt]",Please download the TikTok video from https://vm.tiktok.com/ZMFno6j7V/ without the watermark.,natural
gpt-4.1,TikTok Downloader - Download TikTok Videos without watermark,"video without watermark [mp4,mp3,cover,desc,region,wt]",I need the video from this TikTok link: https://vm.tiktok.com/ZMFno5k8W/ without any watermark.,natural
gpt-4.1,TikTok Downloader - Download TikTok Videos without watermark,"video without watermark [mp4,mp3,cover,desc,region,wt]",Can you help me download the TikTok video from https://vm.tiktok.com/ZMFno4j9X/ without the watermark?,natural
gpt-4.1,TikTok Downloader - Download TikTok Videos without watermark,"video without watermark [mp4,mp3,cover,desc,region,wt]","Get the TikTok video from https://vm.tiktok.com/ZMFno3k0Y/ without a watermark, please.",natural
gpt-4.1,TikTok Downloader - Download TikTok Videos without watermark,Video full info by URL,Can you get the full details of the TikTok video at https://www.tiktok.com/@nor10122/video/7037155617491913986?,natural
gpt-4.1,TikTok Downloader - Download TikTok Videos without watermark,Video full info by URL,I need information about the TikTok video from this link: https://vm.tiktok.com/ZM8q7H2kA/,natural
gpt-4.1,TikTok Downloader - Download TikTok Videos without watermark,Video full info by URL,Fetch the details of the TikTok video at https://vt.tiktok.com/ZSe7q9H2k/,unnatural
gpt-4.1,TikTok Downloader - Download TikTok Videos without watermark,Video full info by URL,What can you tell me about the TikTok video located at https://m.tiktok.com/v/7037155617491913986.html?,unnatural
gpt-4.1,TikTok Downloader - Download TikTok Videos without watermark,Video full info by URL,Get the full info for the TikTok video at https://web.tiktok.com/@user/video/7037155617491913986,unnatural
gpt-4.1,TikTok Downloader - Download TikTok Videos without watermark,Video full info by URL,I'd like to know more about the TikTok video from this URL: https://t.tiktok.com/ZSe7q9H2k/,natural
gpt-4.1,TikTok Downloader - Download TikTok Videos without watermark,Video full info by URL,Can you provide the details for the TikTok video at https://www.tiktok.com/@example/video/7037155617491913986?,unnatural
gpt-4.1,TikTok Downloader - Download TikTok Videos without watermark,Video full info by URL,Retrieve the full information of the TikTok video from https://vm.tiktok.com/ZM8q7H2kA/,unnatural
gpt-4.1,TikTok Downloader - Download TikTok Videos without watermark,Video full info by URL,I want to see the full info of the TikTok video at https://vt.tiktok.com/ZSe7q9H2k/,natural
gpt-4.1,TikTok Downloader - Download TikTok Videos without watermark,Video full info by URL,Please get the details of the TikTok video from this link: https://m.tiktok.com/v/7037155617491913986.html,natural
gpt-4.1,TikTok Downloader - Download TikTok Videos without watermark,video without watermark ( mp4 & mp3 & cover ),Can you download the TikTok video from this link: https://www.tiktok.com/@johndoe/video/1234567890123456789?,natural
gpt-4.1,TikTok Downloader - Download TikTok Videos without watermark,video without watermark ( mp4 & mp3 & cover ),I need the TikTok video without a watermark from https://www.tiktok.com/@janedoe/video/9876543210987654321.,unnatural
gpt-4.1,TikTok Downloader - Download TikTok Videos without watermark,video without watermark ( mp4 & mp3 & cover ),Please download the video from this TikTok URL: https://www.tiktok.com/@funnycat/video/1122334455667788990.,natural
gpt-4.1,TikTok Downloader - Download TikTok Videos without watermark,video without watermark ( mp4 & mp3 & cover ),Get me the TikTok video from https://www.tiktok.com/@travelguru/video/9988776655443322110 without the watermark.,natural
gpt-4.1,TikTok Downloader - Download TikTok Videos without watermark,video without watermark ( mp4 & mp3 & cover ),Can you fetch the video from TikTok link https://www.tiktok.com/@dancemoves/video/1231231231231231231?,unnatural
gpt-4.1,TikTok Downloader - Download TikTok Videos without watermark,video without watermark ( mp4 & mp3 & cover ),I want to download the TikTok video from https://www.tiktok.com/@foodlover/video/3213213213213213213 without any watermark.,natural
gpt-4.1,TikTok Downloader - Download TikTok Videos without watermark,video without watermark ( mp4 & mp3 & cover ),Could you download the video from this TikTok URL: https://www.tiktok.com/@petvideos/video/4564564564564564564?,natural
gpt-4.1,TikTok Downloader - Download TikTok Videos without watermark,video without watermark ( mp4 & mp3 & cover ),Please get the TikTok video from https://www.tiktok.com/@musicfan/video/6546546546546546546 without the watermark.,natural
gpt-4.1,TikTok Downloader - Download TikTok Videos without watermark,video without watermark ( mp4 & mp3 & cover ),I need to download the TikTok video from this link: https://www.tiktok.com/@fashionista/video/7897897897897897897.,natural
gpt-4.1,TikTok Downloader - Download TikTok Videos without watermark,video without watermark ( mp4 & mp3 & cover ),Can you get the video from TikTok link https://www.tiktok.com/@gamerlife/video/9879879879879879879 without a watermark?,natural
gpt-4.1,TweetFeed,v1,Show me the malicious URLs detected today.,natural
gpt-4.1,TweetFeed,v1,What are the phishing threats reported this week?,natural
gpt-4.1,TweetFeed,v1,Give me the list of domains flagged for ransomware in the past month.,natural
gpt-4.1,TweetFeed,v1,Can you provide the IPs associated with CobaltStrike for the last year?,natural
gpt-4.1,TweetFeed,v1,Fetch the SHA256 hashes identified today.,unnatural
gpt-4.1,TweetFeed,v1,I need the MD5 hashes from the past week.,natural
gpt-4.1,TweetFeed,v1,List the malicious domains reported by @malwrhunterteam this month.,natural
gpt-4.1,TweetFeed,v1,What URLs did @1ZRR4H flag as malicious today?,natural
gpt-4.1,TweetFeed,v1,Show the IP addresses tagged by @MBThreatIntel over the last 30 days.,natural
gpt-4.1,TweetFeed,v1,Provide the list of phishing URLs from the past year.,unnatural
gpt-4.1,Football Prediction,Head To Head,Can you show me the head-to-head stats for the upcoming match between Manchester United and Liverpool?,natural
gpt-4.1,Football Prediction,Head To Head,I want to see the previous encounters for the Chelsea vs Arsenal match.,natural
gpt-4.1,Football Prediction,Head To Head,"Give me the head-to-head history for the Real Madrid and Barcelona game, but limit it to the last 5 matches.",natural
gpt-4.1,Football Prediction,Head To Head,Show me the past matchups for the Bayern Munich vs Borussia Dortmund game.,natural
gpt-4.1,Football Prediction,Head To Head,"I'd like to know the head-to-head results for the AC Milan and Inter Milan match, with a limit of 3 previous games.",natural
gpt-4.1,Football Prediction,Head To Head,What are the head-to-head stats for the Paris Saint-Germain vs Marseille match?,natural
gpt-4.1,Football Prediction,Head To Head,"Can you provide the head-to-head details for the Juventus and Napoli game, but only for the last 7 encounters?",natural
gpt-4.1,Football Prediction,Head To Head,I'd like to see the head-to-head record for the Tottenham Hotspur vs Manchester City match.,natural
gpt-4.1,Football Prediction,Head To Head,"Show me the head-to-head stats for the Atletico Madrid vs Sevilla game, limited to the last 2 matches.",natural
gpt-4.1,Football Prediction,Head To Head,What are the previous match results for the Ajax vs Feyenoord match?,natural
gpt-4.1,Football Prediction,Home Team League Stats,Can you show me the league stats for the home team in the match with ID 81930?,unnatural
gpt-4.1,Football Prediction,Home Team League Stats,I need the league table for the home team in the upcoming match with ID 12345.,unnatural
gpt-4.1,Football Prediction,Home Team League Stats,What's the league performance of the home team for the match identified by ID 67890?,unnatural
gpt-4.1,Football Prediction,Home Team League Stats,Give me the home team's league stats for the match with ID 54321.,unnatural
gpt-4.1,Football Prediction,Home Team League Stats,Please provide the league table for the home team in the match with ID 98765.,unnatural
gpt-4.1,Football Prediction,Home Team League Stats,I'd like to see the league stats for the home team in the match with ID 11223.,unnatural
gpt-4.1,Football Prediction,Home Team League Stats,Show me the home team's league performance for the match with ID 33445.,unnatural
gpt-4.1,Football Prediction,Home Team League Stats,What are the league stats for the home team in the match with ID 55667?,unnatural
gpt-4.1,Football Prediction,Home Team League Stats,Can you provide the league table for the home team in the match with ID 77889?,unnatural
gpt-4.1,Football Prediction,Home Team League Stats,I want to know the league stats for the home team in the match with ID 99001.,unnatural
gpt-4.1,Football Prediction,Home Team Last 10 Matches,Can you show me the last 10 matches played by Manchester United?,natural
gpt-4.1,Football Prediction,Home Team Last 10 Matches,I want to see the recent performance of Real Madrid in their last 10 games.,natural
gpt-4.1,Football Prediction,Home Team Last 10 Matches,Give me the statistics for the last 10 matches of FC Barcelona.,natural
gpt-4.1,Football Prediction,Home Team Last 10 Matches,What are the results of the last 10 matches played by Bayern Munich?,natural
gpt-4.1,Football Prediction,Home Team Last 10 Matches,Show me the last 10 games played by Juventus.,natural
gpt-4.1,Football Prediction,Home Team Last 10 Matches,I'd like to know how Liverpool performed in their last 10 matches.,natural
gpt-4.1,Football Prediction,Home Team Last 10 Matches,Can you provide the last 10 match results for Paris Saint-Germain?,natural
gpt-4.1,Football Prediction,Home Team Last 10 Matches,Tell me about the last 10 matches of Chelsea.,natural
gpt-4.1,Football Prediction,Home Team Last 10 Matches,What are the statistics for the last 10 matches of AC Milan?,natural
gpt-4.1,Football Prediction,Home Team Last 10 Matches,I'd like to see the last 10 matches played by Borussia Dortmund.,natural
gpt-4.1,Football Prediction,Away Team Last 10 Matches,Can you show me the last 10 matches played by Manchester United?,natural
gpt-4.1,Football Prediction,Away Team Last 10 Matches,I want to see the recent 10 games of Real Madrid.,natural
gpt-4.1,Football Prediction,Away Team Last 10 Matches,Give me the statistics for the last 10 matches of FC Barcelona.,natural
gpt-4.1,Football Prediction,Away Team Last 10 Matches,What are the results of the last 10 matches for Juventus?,natural
gpt-4.1,Football Prediction,Away Team Last 10 Matches,Show me the last 10 games played by Bayern Munich.,natural
gpt-4.1,Football Prediction,Away Team Last 10 Matches,I'd like to know the outcomes of the last 10 matches for Paris Saint-Germain.,natural
gpt-4.1,Football Prediction,Away Team Last 10 Matches,Can you provide the last 10 match results for Chelsea?,natural
gpt-4.1,Football Prediction,Away Team Last 10 Matches,List the last 10 matches played by Liverpool.,natural
gpt-4.1,Football Prediction,Away Team Last 10 Matches,What are the statistics for the last 10 games of AC Milan?,natural
gpt-4.1,Football Prediction,Away Team Last 10 Matches,I need the last 10 match details for Borussia Dortmund.,natural
gpt-4.1,Football Prediction,Away Team League Stats,Can you show me the league stats for the away team in the match with ID 86397?,unnatural
gpt-4.1,Football Prediction,Away Team League Stats,I need the league table for the away team in the game identified by ID 10234.,unnatural
gpt-4.1,Football Prediction,Away Team League Stats,What are the stats for the away team in the match with ID 56789?,unnatural
gpt-4.1,Football Prediction,Away Team League Stats,Please provide the league stats for the away team in the match with ID 34567.,unnatural
gpt-4.1,Football Prediction,Away Team League Stats,Get me the league table for the away team in the match with ID 78901.,unnatural
gpt-4.1,Football Prediction,Away Team League Stats,I'd like to see the league stats for the away team in the match with ID 23456.,unnatural
gpt-4.1,Football Prediction,Away Team League Stats,Show me the league stats for the away team in the match with ID 67890.,unnatural
gpt-4.1,Football Prediction,Away Team League Stats,Can you provide the league table for the away team in the match with ID 45678?,unnatural
gpt-4.1,Football Prediction,Away Team League Stats,I want to know the league stats for the away team in the match with ID 90123.,unnatural
gpt-4.1,Football Prediction,Away Team League Stats,Please show the league table for the away team in the match with ID 11223.,unnatural
gpt-4.1,Football Prediction,Prediction Details,Can you give me the predictions for the match between Manchester United and Liverpool?,natural
gpt-4.1,Football Prediction,Prediction Details,I need the prediction details for the upcoming game between Real Madrid and Barcelona.,natural
gpt-4.1,Football Prediction,Prediction Details,What are the predictions for the Chelsea vs Arsenal match?,natural
gpt-4.1,Football Prediction,Prediction Details,Show me the predictions for the Bayern Munich against Borussia Dortmund game.,natural
gpt-4.1,Football Prediction,Prediction Details,Could you provide the prediction details for the Juventus vs AC Milan match?,natural
gpt-4.1,Football Prediction,Prediction Details,I want to know the predictions for the Paris Saint-Germain and Marseille game.,natural
gpt-4.1,Football Prediction,Prediction Details,Tell me the predictions for the match between Inter Milan and Napoli.,natural
gpt-4.1,Football Prediction,Prediction Details,What are the predictions for the Atletico Madrid vs Sevilla game?,natural
gpt-4.1,Football Prediction,Prediction Details,Can you show me the predictions for the Tottenham Hotspur against Manchester City match?,natural
gpt-4.1,Football Prediction,Prediction Details,I need the prediction details for the game between Ajax and Feyenoord.,natural
gpt-4.1,Football Prediction,List available federations,Can you show me all the football federations available?,natural
gpt-4.1,Football Prediction,List available federations,List all the federations in the football prediction database.,unnatural
gpt-4.1,Football Prediction,List available federations,What federations are included in your football predictions?,natural
gpt-4.1,Football Prediction,List available federations,I'd like to know which football federations you cover.,natural
gpt-4.1,Football Prediction,List available federations,Could you provide a list of all available football federations?,natural
gpt-4.1,Football Prediction,List available federations,Tell me about the federations you have predictions for.,natural
gpt-4.1,Football Prediction,List available federations,What are the federations that your football prediction service includes?,unnatural
gpt-4.1,Football Prediction,List available federations,Show me the federations that are part of your football predictions.,unnatural
gpt-4.1,Football Prediction,List available federations,Which federations can I get predictions for?,unnatural
gpt-4.1,Football Prediction,List available federations,Give me a list of federations available in your football prediction API.,unnatural
gpt-4.1,Football Prediction,Performance stats for past predictions,How accurate were the football predictions over the last 7 days?,natural
gpt-4.1,Football Prediction,Performance stats for past predictions,Can you show me the prediction performance for the past 30 days in the UEFA federation?,natural
gpt-4.1,Football Prediction,Performance stats for past predictions,What are the prediction stats for the last 14 days?,natural
gpt-4.1,Football Prediction,Performance stats for past predictions,I'd like to see the prediction accuracy for the past day in the CONMEBOL federation.,natural
gpt-4.1,Football Prediction,Performance stats for past predictions,Give me the performance stats for the last 7 days in the AFC federation.,natural
gpt-4.1,Football Prediction,Performance stats for past predictions,What is the prediction performance for the last 30 days?,unnatural
gpt-4.1,Football Prediction,Performance stats for past predictions,Show me the prediction accuracy for the past 14 days in the CAF federation.,natural
gpt-4.1,Football Prediction,Performance stats for past predictions,How did the predictions perform over the last day in the OFC federation?,natural
gpt-4.1,Football Prediction,Performance stats for past predictions,Can you provide the prediction stats for the last 7 days in the CONCACAF federation?,natural
gpt-4.1,Football Prediction,Performance stats for past predictions,What are the prediction performance stats for the past 30 days in the classic market?,unnatural
gpt-4.1,Football Prediction,Get list of fixture IDs,Can you show me the list of upcoming football match fixtures?,natural
gpt-4.1,Football Prediction,Get list of fixture IDs,I need the fixture IDs for the next football games.,unnatural
gpt-4.1,Football Prediction,Get list of fixture IDs,What are the fixture IDs for the upcoming matches?,unnatural
gpt-4.1,Football Prediction,Get list of fixture IDs,Give me the list of fixture IDs for the football matches happening soon.,unnatural
gpt-4.1,Football Prediction,Get list of fixture IDs,Could you provide the fixture IDs for the upcoming football events?,unnatural
gpt-4.1,Football Prediction,Get list of fixture IDs,List the fixture IDs for the next set of football matches.,unnatural
gpt-4.1,Football Prediction,Get list of fixture IDs,I want to see the fixture IDs for the upcoming football games.,unnatural
gpt-4.1,Football Prediction,Get list of fixture IDs,Fetch the fixture IDs for the upcoming football matches.,unnatural
gpt-4.1,Football Prediction,Get list of fixture IDs,What are the IDs for the upcoming football fixtures?,unnatural
gpt-4.1,Football Prediction,Get list of fixture IDs,Can you list the fixture IDs for the next football matches?,unnatural
gpt-4.1,Lingua Robot,Entry,Can you provide the definition and usage of the word 'serendipity'?,natural
gpt-4.1,Lingua Robot,Entry,What are the meanings and pronunciations of 'quintessential'?,natural
gpt-4.1,Lingua Robot,Entry,I'd like to know the synonyms and antonyms for 'ephemeral'.,natural
gpt-4.1,Lingua Robot,Entry,Give me the details about the phrasal verb 'break down'.,natural
gpt-4.1,Lingua Robot,Entry,What does 'petrichor' mean and how is it pronounced?,natural
gpt-4.1,Lingua Robot,Entry,Could you tell me the lemmas and inflections of 'run'?,unnatural
gpt-4.1,Lingua Robot,Entry,I need the definition and examples of 'sonder'.,natural
gpt-4.1,Lingua Robot,Entry,What are the different meanings of 'facetious'?,natural
gpt-4.1,Lingua Robot,Entry,Can you explain the word 'limerence' and provide its pronunciation?,natural
gpt-4.1,Lingua Robot,Entry,I'd like to know the root word and morpheme segmentation of 'unbelievable'.,unnatural
gpt-4.1,Google Web Search,Search,Can you find information about the latest iPhone models?,natural
gpt-4.1,Google Web Search,Search,Search for recipes with chocolate and show related keywords.,natural
gpt-4.1,Google Web Search,Search,Look up the best hiking trails in California and limit the results to 50.,natural
gpt-4.1,Google Web Search,Search,Find articles about climate change.,natural
gpt-4.1,Google Web Search,Search,Search for the top 10 tourist attractions in Paris.,natural
gpt-4.1,Google Web Search,Search,Can you show me the latest news on electric cars and include related keywords?,natural
gpt-4.1,Google Web Search,Search,Find PDF files about machine learning.,natural
gpt-4.1,Google Web Search,Search,Search for Adele's music videos on YouTube.,natural
gpt-4.1,Google Web Search,Search,Look up information on the Mars rover and show related keywords.,natural
gpt-4.1,Google Web Search,Search,Find the top 5 restaurants in New York City.,natural
gpt-4.1,Omniinfer,Text to Image,Can you create an image from this text description?,natural
gpt-4.1,Omniinfer,Text to Image,I need a picture generated based on the following text.,natural
gpt-4.1,Omniinfer,Text to Image,Please transform this text into an image for me.,natural
gpt-4.1,Omniinfer,Text to Image,Generate an image using this text as a reference.,unnatural
gpt-4.1,Omniinfer,Text to Image,Could you convert this text into a visual representation?,natural
gpt-4.1,Omniinfer,Text to Image,I want to see an image created from this text.,natural
gpt-4.1,Omniinfer,Text to Image,"Turn this text into an image, please.",natural
gpt-4.1,Omniinfer,Text to Image,Make an image from this text description.,natural
gpt-4.1,Omniinfer,Text to Image,Can you visualize this text as an image?,natural
gpt-4.1,Omniinfer,Text to Image,I would like an image generated from this text.,natural
gpt-4.1,Omniinfer,Progress,Can you check the progress of the image generation task with ID 'SunsetBeachArt'?,unnatural
gpt-4.1,Omniinfer,Progress,What's the current status of my task 'AnimePortrait123'?,natural
gpt-4.1,Omniinfer,Progress,Please update me on the progress of the image creation task 'FantasyWorld456'.,unnatural
gpt-4.1,Omniinfer,Progress,How is the task 'RealisticLandscape789' coming along?,unnatural
gpt-4.1,Omniinfer,Progress,I need to know the status of the task with ID 'ComicStyleArt101'.,unnatural
gpt-4.1,Omniinfer,Progress,Could you tell me the progress of '3DModelCreation202'?,natural
gpt-4.1,Omniinfer,Progress,Check the status of my image task 'ArtisticExpression303'.,unnatural
gpt-4.1,Omniinfer,Progress,Is the task 'HentaiArt404' completed yet?,natural
gpt-4.1,Omniinfer,Progress,Let me know how far along the task 'DreamlikeScene505' is.,unnatural
gpt-4.1,Omniinfer,Progress,Can you provide an update on the task 'QualityArt606'?,unnatural
gpt-4.1,Omniinfer,Image to  Image,Can you transform this picture into a new image using your models?,natural
gpt-4.1,Omniinfer,Image to  Image,I'd like to modify an image with your image-to-image feature.,unnatural
gpt-4.1,Omniinfer,Image to  Image,Please generate a new version of this image using your advanced models.,unnatural
gpt-4.1,Omniinfer,Image to  Image,Can you apply your image-to-image transformation to this photo?,unnatural
gpt-4.1,Omniinfer,Image to  Image,I'd love to see how your models can alter this image.,natural
gpt-4.1,Omniinfer,Image to  Image,Could you use your image-to-image capability to create a new image from this one?,unnatural
gpt-4.1,Omniinfer,Image to  Image,Transform this image using your extensive model library.,unnatural
gpt-4.1,Omniinfer,Image to  Image,Can you generate a different version of this image with your tools?,natural
gpt-4.1,Omniinfer,Image to  Image,I'd like to see how your image-to-image feature can change this picture.,natural
gpt-4.1,Omniinfer,Image to  Image,Please use your models to create a new image from this existing one.,unnatural
gpt-4.1,Omniinfer,Get Models,Can you show me the available models for text-to-image generation?,natural
gpt-4.1,Omniinfer,Get Models,I want to see the models that support ControlNet.,natural
gpt-4.1,Omniinfer,Get Models,List the models for generating images from text.,unnatural
gpt-4.1,Omniinfer,Get Models,What models can I use for text-to-image conversion?,natural
gpt-4.1,Omniinfer,Get Models,Show me the models available for image generation.,natural
gpt-4.1,Omniinfer,Get Models,Could you provide the models that support text-to-image features?,unnatural
gpt-4.1,Omniinfer,Get Models,I need a list of models for creating images from text.,natural
gpt-4.1,Omniinfer,Get Models,What are the models available for text-to-image processing?,unnatural
gpt-4.1,Omniinfer,Get Models,Can you list the models that are used for text-to-image tasks?,natural
gpt-4.1,Omniinfer,Get Models,Please show me the models for text-to-image generation with the checkpoint type.,unnatural
gpt-4.1,Omniinfer,Text to Image,Can you create an image from this text description?,natural
gpt-4.1,Omniinfer,Text to Image,I need a picture generated based on the following text.,natural
gpt-4.1,Omniinfer,Text to Image,Please transform this text into an image for me.,natural
gpt-4.1,Omniinfer,Text to Image,Generate an image using this text as a reference.,unnatural
gpt-4.1,Omniinfer,Text to Image,Could you convert this text into a visual representation?,natural
gpt-4.1,Omniinfer,Text to Image,I want to see an image created from this text.,natural
gpt-4.1,Omniinfer,Text to Image,Make an image out of this text description.,natural
gpt-4.1,Omniinfer,Text to Image,"Turn this text into an image, please.",natural
gpt-4.1,Omniinfer,Text to Image,Can you visualize this text as an image?,natural
gpt-4.1,Omniinfer,Text to Image,I'd like an image generated from this text.,natural
gpt-4.1,Omniinfer,Image to  Image,Can you transform this picture into a new style?,natural
gpt-4.1,Omniinfer,Image to  Image,I'd like to modify this image using your tool.,natural
gpt-4.1,Omniinfer,Image to  Image,Please convert this photo into a different artistic style.,natural
gpt-4.1,Omniinfer,Image to  Image,Can you apply a new filter to this image?,natural
gpt-4.1,Omniinfer,Image to  Image,I'd like to see this picture in a different format.,natural
gpt-4.1,Omniinfer,Image to  Image,Can you change the style of this image for me?,natural
gpt-4.1,Omniinfer,Image to  Image,Please transform this photo into a comic style.,natural
gpt-4.1,Omniinfer,Image to  Image,I'd like to see this image with a realistic touch.,natural
gpt-4.1,Omniinfer,Image to  Image,Can you make this picture look like a fantasy scene?,natural
gpt-4.1,Omniinfer,Image to  Image,Please convert this image into an anime style.,natural
gpt-4.1,Ebay Search Result,Search on ebay,Can you find me listings for a vintage record player on eBay?,natural
gpt-4.1,Ebay Search Result,Search on ebay,I'm looking for a new laptop on eBay. Can you help?,natural
gpt-4.1,Ebay Search Result,Search on ebay,Show me the latest deals on running shoes from eBay.,natural
gpt-4.1,Ebay Search Result,Search on ebay,Find eBay listings for a DSLR camera.,natural
gpt-4.1,Ebay Search Result,Search on ebay,I need to see eBay results for a leather jacket.,natural
gpt-4.1,Ebay Search Result,Search on ebay,Can you search eBay for a gaming console?,natural
gpt-4.1,Ebay Search Result,Search on ebay,Look up eBay listings for a coffee maker.,natural
gpt-4.1,Ebay Search Result,Search on ebay,Find me eBay results for a mountain bike.,natural
gpt-4.1,Ebay Search Result,Search on ebay,Search eBay for a smartwatch.,natural
gpt-4.1,Ebay Search Result,Search on ebay,Can you show me eBay listings for a Bluetooth speaker?,natural
gpt-4.1,Microsoft Authenticator,enroll,I need to set up my account with the Microsoft Authenticator app.,natural
gpt-4.1,Microsoft Authenticator,enroll,Can you help me enroll my account with the issuer HomeCorp using the Microsoft Authenticator?,natural
gpt-4.1,Microsoft Authenticator,enroll,Please generate a QR code for my account at TechCorp.,natural
gpt-4.1,Microsoft Authenticator,enroll,I want to enroll my account with the issuer SecureBank.,unnatural
gpt-4.1,Microsoft Authenticator,enroll,Set up my account with the issuer FinTech using the Microsoft Authenticator.,natural
gpt-4.1,Microsoft Authenticator,enroll,Generate a QR code for my account at HealthPlus.,natural
gpt-4.1,Microsoft Authenticator,enroll,Can you enroll my account with the issuer EduWorld?,natural
gpt-4.1,Microsoft Authenticator,enroll,I need to set up my account with the issuer TravelCo.,natural
gpt-4.1,Microsoft Authenticator,enroll,Please help me generate a QR code for my account at ShopMart.,natural
gpt-4.1,Microsoft Authenticator,enroll,Enroll my account with the issuer MediaHub using the Microsoft Authenticator.,unnatural
gpt-4.1,Microsoft Authenticator,validate,Can you verify the code 425079 with the secret IH225HMVWDS3XJVY?,natural
gpt-4.1,Microsoft Authenticator,validate,I need to check if the code 123456 is valid using the secret ABCDEFGHIJKLMN.,unnatural
gpt-4.1,Microsoft Authenticator,validate,Please validate the TOTP 654321 with the secret key ZYXWVUTSRQPONML.,unnatural
gpt-4.1,Microsoft Authenticator,validate,Is the code 789012 correct for the secret MNOPQRSTUVWX?,unnatural
gpt-4.1,Microsoft Authenticator,validate,Check the validity of the code 345678 using the secret key QWERTYUIOPASDF.,unnatural
gpt-4.1,Microsoft Authenticator,validate,Can you confirm if 987654 is a valid code with the secret ZXCVBNMASDFGH?,unnatural
gpt-4.1,Microsoft Authenticator,validate,Validate the code 112233 with the secret key POIUYTREWQLKJH.,unnatural
gpt-4.1,Microsoft Authenticator,validate,Is the TOTP 334455 valid for the secret ASDFGHJKLQWERT?,unnatural
gpt-4.1,Microsoft Authenticator,validate,Please check if 556677 is the correct code for the secret key LKJHGFDSAPOIU.,unnatural
gpt-4.1,Microsoft Authenticator,validate,Can you verify the TOTP 778899 with the secret key MNBVCXZLKJHGF?,unnatural
gpt-4.1,Covid-19 by API-Ninjas,/v1/covid19,"How many Covid-19 cases were reported in Italy on March 15, 2023?",natural
gpt-4.1,Covid-19 by API-Ninjas,/v1/covid19,Show me the Covid-19 death count for the United States.,natural
